key,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug,Rank
bug1#src/test_lib_json/main.cpp#TestValueTestarrayInsertAtRandomIndex::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestWideString::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestStaticString::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestCopyObject::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestCommentBefore::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledWriterTestwriteValueWithComment::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledWriterTestwriteNumericValue::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledWriterTestwriteNestedObjects::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledWriterTestwriteArrays::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledWriterTestmultiLineArray::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledStreamWriterTestwriteValueWithComment::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledStreamWriterTestwriteNumericValue::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledStreamWriterTestwriteNestedObjects::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledStreamWriterTestwriteArrays::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStyledStreamWriterTestmultiLineArray::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestwriteZeroes::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestwriteNumericValue::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestcompareNull::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestcompareString::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseArrayWithErrors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestcompareType::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#ValueTest::normalizeFloatingPointStr(const Json::String & s),3,0,120,3,0,0.0,0.0,-1,-0.024193548387096774,0.0,0.0,0,0,692.0
"bug1#src/test_lib_json/main.cpp#ValueTest::checkMemberCount(Json::Value & value, unsigned int expectedCount)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
"bug1#src/test_lib_json/main.cpp#ValueTest::checkIsLess(const Json::Value & x, const Json::Value & y)",8,0,115,3,0,0.0,0.0,-1,-0.06451612903225806,0.0,0.0,0,0,692.0
"bug1#src/test_lib_json/main.cpp#ValueTest::checkIsEqual(const Json::Value & x, const Json::Value & y)",9,0,114,3,0,0.0,0.0,-1,-0.07258064516129033,0.0,0.0,0,0,692.0
"bug1#src/test_lib_json/main.cpp#ValueTest::checkIs(const Json::Value & value, const struct ValueTest::IsCheck & check)",7,0,116,3,0,0.0,0.0,-1,-0.05645161290322581,0.0,0.0,0,0,692.0
"bug1#src/test_lib_json/main.cpp#ValueTest::checkConstMemberCount(const Json::Value & value, unsigned int expectedCount)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestzeroesInKeys::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestzeroes::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTesttypeChecksThrowExceptions::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTeststrings::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestspecialFloats::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestsearchValueByPath::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestresizeArray::runTestCase(),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestprecision::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestoffsetAccessors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestobjects::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestnull::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestnonIntegers::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestmemberCount::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestissue1264_3::runTestCase(),0,1,123,2,0,2.0,0.3333333333333333,-1,1.0,0.5773502691896258,0.007936507936507936,1,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestissue1264_2::runTestCase(),0,1,123,2,0,2.0,0.3333333333333333,-1,1.0,0.5773502691896258,0.007936507936507936,1,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestissue1264_1::runTestCase(),0,1,123,2,0,2.0,0.3333333333333333,-1,1.0,0.5773502691896258,0.007936507936507936,1,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestintegers::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestgetArrayValue::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestValueTestcompareUInt::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestwriteNestedObjects::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestwriteArrays::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestunicode::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestmultiLineArray::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestdistance::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestdecrement::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestconvert::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestconstness::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFuzzTestfuzzDoesntCrash::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestwriteNumericValue::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestwriteNestedObjects::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestwriteArrays::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestomitEndingLineFeed::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestenableYAMLCompatibility::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestFastWriterTestdropNullPlaceholders::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestEscapeSequenceTestwriteEscapeSequence::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestEscapeSequenceTestreaderParseEscapeSequence::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestEscapeSequenceTestcharReaderParseEscapeSequence::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTesttestOperator::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseWithStackLimit::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseWithOneError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseWithNoErrorsTestingOffsets::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseWithNoErrors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseWithDetailError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseString::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseObjectWithErrors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseNumber::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseComment::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestCharReaderTestparseChineseWithOneError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestindexes::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_writer.cpp#valueToString(Json::Int value),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestnames::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseSpecialFloat::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestindentation::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestenableYAMLCompatibility::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestStreamWriterTestdropNullPlaceholders::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTeststrictModeParseNumber::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTeststreamParseWithNoErrors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestpushErrorTest::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseWithOneError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseWithNoErrorsTestingOffsets::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseWithNoErrors::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseWithDetailError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseString::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseObject::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestnullValues::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseComment::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseChineseWithOneError::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestparseArray::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestallowNumericKeysTest_3::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestallowNumericKeysTest_2::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestReaderTestallowNumericKeysTest_1::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestRValueTestmoveConstruction::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestMemberTemplateIsBehavesSameAsNamedIs::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestMemberTemplateAsBehavesSameAsNamedAs::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTeststaticStringKey::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/test_lib_json/main.cpp#TestIteratorTestreverseIterator::runTestCase(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value),10,0,113,3,0,0.0,0.0,-1,-0.08064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_writer.cpp#StyledStreamWriter::unindent(),4,0,119,3,0,0.0,0.0,-1,-0.03225806451612903,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_writer.cpp#valueToQuotedStringN(const char * value, unsigned int length, _Bool emitUTF8)",24,0,99,3,0,0.0,0.0,-1,-0.1935483870967742,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::getNextChar(),17,0,106,3,0,0.0,0.0,-1,-0.13709677419354838,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::getStructuredErrors(),9,0,114,3,0,0.0,0.0,-1,-0.07258064516129033,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::good(),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::match(const Json::Reader::Char * pattern, int patternLength)",3,0,120,3,0,0.0,0.0,-1,-0.024193548387096774,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::normalizeEOL(class Reader::Location begin, class Reader::Location end)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)",17,0,106,3,0,0.0,0.0,-1,-0.13709677419354838,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)",16,0,107,3,0,0.0,0.0,-1,-0.12903225806451613,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::pushError(const class Json::Value & value, const Json::String & message)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::getLocationLineAndColumn(Json::Reader::Location location),9,0,114,3,0,0.0,0.0,-1,-0.07258064516129033,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::pushError(const class Json::Value & value, const Json::String & message, const class Json::Value & extra)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readArray(class Json::Reader::Token & token),4,0,119,3,0,0.0,0.0,-1,-0.03225806451612903,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readCStyleComment(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readComment(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readCppStyleComment(),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readNumber(),6,0,117,3,0,0.0,0.0,-1,-0.04838709677419355,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readObject(class Json::Reader::Token & token),13,0,110,3,0,0.0,0.0,-1,-0.10483870967741936,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::getLocationLineAndColumn(Json::Reader::Location location, int & line, int & column)",9,0,114,3,0,0.0,0.0,-1,-0.07258064516129033,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::getFormattedErrorMessages(),10,0,113,3,0,0.0,0.0,-1,-0.08064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token),66,0,57,3,0,0.0,0.0,-1,-0.532258064516129,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::currentValue(),17,0,106,3,0,0.0,0.0,-1,-0.13709677419354838,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#OurReader::skipSpaces(),35,0,88,3,0,0.0,0.0,-1,-0.28225806451612906,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::Reader(),66,0,57,3,0,0.0,0.0,-1,-0.532258064516129,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::Reader(const class Json::Features & features),4,0,119,3,0,0.0,0.0,-1,-0.03225806451612903,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::addComment(Json::Reader::Location begin, Json::Reader::Location end, enum Json::CommentPlacement placement)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::addError(const Json::String & message, class Json::Reader::Token & token, Json::Reader::Location extra)",8,0,115,3,0,0.0,0.0,-1,-0.06451612903225806,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::addErrorAndRecover(const Json::String & message, class Json::Reader::Token & token, enum Json::Reader::TokenType skipUntilToken)",2,0,121,3,0,0.0,0.0,-1,-0.016129032258064516,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::decodeDouble(class Json::Reader::Token & token),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::getFormatedErrorMessages(),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::decodeDouble(class Json::Reader::Token & token, class Json::Value & decoded)",1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::decodeNumber(class Json::Reader::Token & token),4,0,119,3,0,0.0,0.0,-1,-0.03225806451612903,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::decodeNumber(class Json::Reader::Token & token, class Json::Value & decoded)",6,0,117,3,0,0.0,0.0,-1,-0.04838709677419355,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::decodeString(class Json::Reader::Token & token),12,0,111,3,0,0.0,0.0,-1,-0.0967741935483871,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::decodeString(class Json::Reader::Token & token, Json::String & decoded)",16,0,107,3,0,0.0,0.0,-1,-0.12903225806451613,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::decodeUnicodeCodePoint(class Json::Reader::Token & token, Json::Reader::Location & current, Json::Reader::Location end, unsigned int & unicode)",2,0,121,3,0,0.0,0.0,-1,-0.016129032258064516,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_reader.cpp#Reader::decodeUnicodeEscapeSequence(class Json::Reader::Token & token, Json::Reader::Location & current, Json::Reader::Location end, unsigned int & ret_unicode)",2,0,121,3,0,0.0,0.0,-1,-0.016129032258064516,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readString(),16,0,107,3,0,0.0,0.0,-1,-0.12903225806451613,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_reader.cpp#Reader::readValue(),17,0,106,3,0,0.0,0.0,-1,-0.13709677419354838,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#PathArgument::PathArgument(Json::String key),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#LogicError::LogicError(const Json::String & msg),1,0,122,3,0,0.0,0.0,-1,-0.008064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#Comments::has(enum Json::CommentPlacement slot),24,0,99,3,0,0.0,0.0,-1,-0.1935483870967742,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_value.cpp#Comments::set(enum Json::CommentPlacement slot, Json::String comment)",10,0,113,3,0,0.0,0.0,-1,-0.08064516129032258,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#Exception::Exception(Json::String msg),3,0,120,3,0,0.0,0.0,-1,-0.024193548387096774,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#Exception::what(),0,0,123,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#Exception::~Exception(),3,0,120,3,0,0.0,0.0,-1,-0.024193548387096774,0.0,0.0,0,0,692.0
"bug1#src/lib_json/json_value.cpp#InRange(double d, T min, U max)",2,0,121,3,0,0.0,0.0,-1,-0.016129032258064516,0.0,0.0,0,0,692.0
bug1#src/lib_json/json_value.cpp#IsIntegral(double d),3,0,120,3,0,0.0,0.0,-1,-0.024193548387096774,0.0,0.0,0,0,692.0
